CHAPTER_TYPE,CHAPTER,SECTION,DESCRIPT,BUDGET_YEAR
I,4,6,حاصلات الأملاك المبنية والمشاعات,2011
I,4,7,النقد المدور,2011
I,4,9,سائر العائدات غير الملحوظة,2011
E,1,1,تعويضات الرئاسة,2013
E,1,2,رواتب الموظفين,2013
E,1,3,بدلات التعاقد,2013
E,1,4,أجور الأجراء,2013
E,1,5,عائدات الجباية والغرامة,2013
E,1,6,المكافآت والتعويضات والتقديمات المختلفة,2013
E,1,7,اللوازم,2013
E,1,8,الملابس,2013
E,1,9,بدلات الإيجار والخدمات المشتركة,2013
E,1,10,المخابرات الهاتفية والبريد والبرق,2013
E,1,11,نفقات إدارية أخرى,2013
E,2,1,التجهيزات,2013
E,2,2,صيانة التجهيزات والآليات,2013
E,2,3,المفروشات,2013
E,2,4,النظافة العامة,2013
E,2,5,صيانة المباني,2013
E,2,6,شراء الآليات,2013
E,2,7,مكافحة الحشرات,2013
E,2,8,لوازم التنظيفات,2013
E,2,9,المحروقات,2013
E,2,10,أجور النقل والانتقال,2013
E,2,11,أجور العمّال اليوميين,2013
E,2,12,بدلات استهلاك الكهرباء,2013
E,2,13,بدلات اشتراك المياه,2013
E,2,14,صيانة الطرق العامة,2013
E,2,15,صيانة شبكات المياه,2013
E,2,16,صيانة شبكات الإنارة العامة,2013
E,3,1,إنشاء المباني,2013
E,3,2,إنشاء شبكات الإنارة العامة,2013
E,3,3,إنشاء شبكات المياه,2013
E,3,4,إنشاء شبكات المجارير,2013
E,3,5,إنشاء الطرق العامة والأرصفة والأقنية,2013
E,3,6,إنشاء الحدائق,2013
E,3,7,إنشاء الملاعب والمسابح,2013
E,3,8,إنشاءات أخرى,2013
E,3,9,نفقات الدروس,2013
E,3,10,تعويضات الإستملاك,2013
E,3,11,شراء الأبنية,2013
E,3,12,شراء العقارات,2013
E,4,1,التخصيصات الصحية,2013
E,4,2,مساعدة المعوزين,2013
E,4,3,مساعدة الأوقاف الخيرية,2013
E,4,4,المساهمة في النشاطات الثقافية,2013
E,4,5,المساهمة في النشاطات التربوية,2013
E,4,6,المساهمة في النشاطات الرياضية,2013
E,4,7,المساهمة في النشاطات الاجتماعية,2013
E,4,8,المنح والجوائز المدرسية,2013
E,4,9,مساعدة المدارس,2013
E,4,10,مساعدة المكتبات,2013
E,4,11,مساعدة الهيئات التي لا تتوخّى الربح,2013
E,4,12,مساهمات إلى القطاع العام,2013
E,5,1,الاستقبالات,2013
E,5,2,الاحتفالات والمهرجانات,2013
E,5,4,المساهمة في موازنة اتحاد البلديات,2013
E,5,5,رديات,2013
E,5,6,نفقات التأمين,2013
E,5,7,إيفاء القروض,2013
E,5,9,المصاريف الأخرى غير الملحوظة,2013
E,6,1,احتياط الموازنة,2013
I,1,1,رسم على القيمة التأجيرية (سكن),2013
I,1,2,رسم على القيمة التأجيرية (غير سكن),2013
I,1,3,رسم صيانة المجارير والأرصفة,2013
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2013
I,1,9,رسم الترخيص للمؤسسات المصنفة,2013
I,1,10,رسم الترخيص باحتراف المهن بالتجول,2013
I,1,11,رسم الترخيص بالبناء,2013
I,1,13,رسم إنفاق في وجوه محددة,2013
I,1,14,رسم تصوينة,2013
I,1,15,رسم الترميم,2013
I,1,16,رسم إنشاء مجارير وأرصفة,2013
I,1,17,رسم المرآب,2013
I,1,19,رسم الإستثمار للإعلان الدائم,2013
I,1,20,رسم الإستثمار للإعلان المؤقت,2013
I,1,25,رسم إستثمار اسبوعي للإعلان خارج دور السينما,2013
I,1,26,الرسم النسبي على المزايدات,2013
I,1,30,رسوم الدخول إلى الأماكن الأثرية والسياحية,2013
I,1,31,رسم تسجيل عقود الإيجار,2013
I,1,33,واردات ناتجة عن أشغال لحساب الغير,2013
I,1,35,رسوم وغرامات تسوية مخالفات البناء,2013
I,1,36,واردات مباشرة غير ملحوظة,2013
I,1,37,غرامات الاعمال غير المنفذة من البناء,2013
I,1,38,رسم المرآب السنوي على المؤسسات السياحية,2013
I,2,1,علاوة على ضريبة الأملاك المبنية النسبية,2013
I,2,2,حصة البلديات من المؤسسة العامة للاسكان,2013
I,2,7,ضريبة التحسين,2013
I,2,8,عائدات أخرى,2013
I,3,1,الحصة العائدة لدعم الموازنة,2013
I,3,2,الحصة المخصصة لدعم مشاريع التنمية,2013
I,4,1,المساعدات,2013
I,4,2,الفوائد,2013
I,4,3,القروض,2013
I,4,4,الهبات والوصايا,2013
I,4,5,الغرامات,2013
I,4,6,حاصلات الأملاك المبنية والمشاعات,2013
I,4,7,النقد المدور,2013
I,4,9,سائر العائدات غير الملحوظة,2013
E,5,9,المصاريف الأخرى غير الملحوظة,2014
E,6,1,احتياط الموازنة,2014
I,1,1,رسم على القيمة التأجيرية (سكن),2014
I,1,2,رسم على القيمة التأجيرية (غير سكن),2014
I,1,3,رسم صيانة المجارير والأرصفة,2014
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2014
I,1,9,رسم الترخيص للمؤسسات المصنفة,2014
I,1,10,رسم الترخيص باحتراف المهن بالتجول,2014
I,1,11,رسم الترخيص بالبناء,2014
I,1,13,رسم إنفاق في وجوه محددة,2014
I,1,14,رسم تصوينة,2014
I,1,15,رسم الترميم,2014
I,1,16,رسم إنشاء مجارير وأرصفة,2014
I,1,17,رسم المرآب,2014
I,1,19,رسم الإستثمار للإعلان الدائم,2014
I,1,20,رسم الإستثمار للإعلان المؤقت,2014
I,1,25,رسم إستثمار اسبوعي للإعلان خارج دور السينما,2014
I,1,26,الرسم النسبي على المزايدات,2014
I,1,30,رسوم الدخول إلى الأماكن الأثرية والسياحية,2014
I,1,31,رسم تسجيل عقود الإيجار,2014
I,1,33,واردات ناتجة عن أشغال لحساب الغير,2014
I,1,35,رسوم وغرامات تسوية مخالفات البناء,2014
I,1,36,واردات مباشرة غير ملحوظة,2014
I,1,37,غرامات الاعمال غير المنفذة من البناء,2014
I,1,38,رسم المرآب السنوي على المؤسسات السياحية,2014
I,2,1,علاوة على ضريبة الأملاك المبنية النسبية,2014
I,2,2,حصة البلديات من المؤسسة العامة للاسكان,2014
I,2,7,ضريبة التحسين,2014
I,2,8,عائدات أخرى,2014
I,3,1,الحصة العائدة لدعم الموازنة,2014
I,3,2,الحصة المخصصة لدعم مشاريع التنمية,2014
I,4,1,المساعدات,2014
I,4,2,الفوائد,2014
I,4,3,القروض,2014
I,4,4,الهبات والوصايا,2014
I,4,5,الغرامات,2014
I,4,6,حاصلات الأملاك المبنية والمشاعات,2014
I,4,7,النقد المدور,2014
I,4,9,سائر العائدات غير الملحوظة,2014
E,4,1,التخصيصات الصحية,2019
E,4,2,مساعدة المعوزين,2019
E,4,3,مساعدة الأوقاف الخيرية,2019
E,4,4,المساهمة في النشاطات الثقافية,2019
E,4,5,المساهمة في النشاطات التربوية,2019
E,4,6,المساهمة في النشاطات الرياضية,2019
E,4,7,المساهمة في النشاطات الاجتماعية,2019
E,4,8,المنح والجوائز المدرسية,2019
E,4,9,مساعدة المدارس,2019
E,4,10,مساعدة المكتبات,2019
E,4,11,مساعدة الهيئات التي لا تتوخّى الربح,2019
E,4,12,مساهمات إلى القطاع العام,2019
E,5,1,الاستقبالات,2019
E,5,2,الاحتفالات والمهرجانات,2019
E,5,4,المساهمة في موازنة اتحاد البلديات,2019
E,5,5,رديات,2019
E,5,6,نفقات التأمين,2019
E,5,7,إيفاء القروض,2019
E,5,9,المصاريف الأخرى غير الملحوظة,2019
E,6,1,احتياط الموازنة,2019
I,1,1,رسم على القيمة التأجيرية (سكن),2019
I,1,2,رسم على القيمة التأجيرية (غير سكن),2019
I,1,3,رسم صيانة المجارير والأرصفة,2019
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2019
I,1,9,رسم الترخيص للمؤسسات المصنفة,2019
I,1,10,رسم الترخيص باحتراف المهن بالتجول,2019
I,1,11,رسم الترخيص بالبناء,2019
I,1,13,رسم إنفاق في وجوه محددة,2019
I,1,14,رسم تصوينة,2019
I,1,15,رسم الترميم,2019
I,1,16,رسم إنشاء مجارير وأرصفة,2019
I,1,17,رسم المرآب,2019
I,1,19,رسم الإستثمار للإعلان الدائم,2019
I,1,20,رسم الإستثمار للإعلان المؤقت,2019
I,1,25,رسم إستثمار اسبوعي للإعلان خارج دور السينما,2019
I,1,26,الرسم النسبي على المزايدات,2019
I,1,30,رسوم الدخول إلى الأماكن الأثرية والسياحية,2019
I,1,31,رسم تسجيل عقود الإيجار,2019
I,1,33,واردات ناتجة عن أشغال لحساب الغير,2019
I,1,35,رسوم وغرامات تسوية مخالفات البناء,2019
I,1,36,واردات مباشرة غير ملحوظة,2019
I,1,37,غرامات الاعمال غير المنفذة من البناء,2019
I,1,38,رسم المرآب السنوي على المؤسسات السياحية,2019
I,2,1,علاوة على ضريبة الأملاك المبنية النسبية,2019
I,2,2,حصة البلديات من المؤسسة العامة للاسكان,2019
I,2,7,ضريبة التحسين,2019
I,2,8,عائدات أخرى,2019
I,3,1,الحصة العائدة لدعم الموازنة,2019
I,3,2,الحصة المخصصة لدعم مشاريع التنمية,2019
I,4,1,المساعدات,2019
I,4,2,الفوائد,2019
I,4,3,القروض,2019
I,4,4,الهبات والوصايا,2019
I,4,5,الغرامات,2019
I,4,6,حاصلات الأملاك المبنية والمشاعات,2019
I,4,7,النقد المدور,2019
I,4,9,سائر العائدات غير الملحوظة,2019
E,5,9,المصاريف الأخرى غير الملحوظة,2016
E,6,1,احتياط الموازنة,2016
I,1,1,رسم على القيمة التأجيرية (سكن),2016
I,1,2,رسم على القيمة التأجيرية (غير سكن),2016
I,1,3,رسم صيانة المجارير والأرصفة,2016
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2016
I,1,9,رسم الترخيص للمؤسسات المصنفة,2016
I,1,10,رسم الترخيص باحتراف المهن بالتجول,2016
I,1,11,رسم الترخيص بالبناء,2016
I,1,13,رسم إنفاق في وجوه محددة,2016
I,1,14,رسم تصوينة,2016
I,1,15,رسم الترميم,2016
I,1,16,رسم إنشاء مجارير وأرصفة,2016
I,1,17,رسم المرآب,2016
I,1,19,رسم الإستثمار للإعلان الدائم,2016
I,1,20,رسم الإستثمار للإعلان المؤقت,2016
I,1,25,رسم إستثمار اسبوعي للإعلان خارج دور السينما,2016
I,1,26,الرسم النسبي على المزايدات,2016
I,1,30,رسوم الدخول إلى الأماكن الأثرية والسياحية,2016
I,1,31,رسم تسجيل عقود الإيجار,2016
I,1,33,واردات ناتجة عن أشغال لحساب الغير,2016
I,1,35,رسوم وغرامات تسوية مخالفات البناء,2016
I,1,36,واردات مباشرة غير ملحوظة,2016
I,1,37,غرامات الاعمال غير المنفذة من البناء,2016
I,1,38,رسم المرآب السنوي على المؤسسات السياحية,2016
I,2,1,علاوة على ضريبة الأملاك المبنية النسبية,2016
I,2,2,حصة البلديات من المؤسسة العامة للاسكان,2016
I,2,7,ضريبة التحسين,2016
I,2,8,عائدات أخرى,2016
I,3,1,الحصة العائدة لدعم الموازنة,2016
I,3,2,الحصة المخصصة لدعم مشاريع التنمية,2016
I,4,1,المساعدات,2016
I,4,2,الفوائد,2016
I,4,3,القروض,2016
I,4,4,الهبات والوصايا,2016
I,4,5,الغرامات,2016
I,4,6,حاصلات الأملاك المبنية والمشاعات,2016
I,4,7,النقد المدور,2016
I,4,9,سائر العائدات غير الملحوظة,2016
E,1,1,تعويضات الرئاسة,2018
E,1,2,رواتب الموظفين,2018
E,1,3,بدلات التعاقد,2018
E,1,4,أجور الأجراء,2018
E,1,5,عائدات الجباية والغرامة,2018
E,1,6,المكافآت والتعويضات والتقديمات المختلفة,2018
E,1,7,اللوازم,2018
E,1,8,الملابس,2018
E,1,9,بدلات الإيجار والخدمات المشتركة,2018
E,1,10,المخابرات الهاتفية والبريد والبرق,2018
E,1,11,نفقات إدارية أخرى,2018
E,2,1,التجهيزات,2018
E,2,2,صيانة التجهيزات والآليات,2018
E,2,3,المفروشات,2018
E,2,4,النظافة العامة,2018
E,2,5,صيانة المباني,2018
E,2,6,شراء الآليات,2018
E,2,7,مكافحة الحشرات,2018
E,2,8,لوازم التنظيفات,2018
E,2,9,المحروقات,2018
E,2,10,أجور النقل والانتقال,2018
E,2,11,أجور العمّال اليوميين,2018
E,2,12,بدلات استهلاك الكهرباء,2018
E,2,13,بدلات اشتراك المياه,2018
E,2,14,صيانة الطرق العامة,2018
E,2,15,صيانة شبكات المياه,2018
E,2,16,صيانة شبكات الإنارة العامة,2018
E,3,1,إنشاء المباني,2018
E,3,2,إنشاء شبكات الإنارة العامة,2018
E,3,3,إنشاء شبكات المياه,2018
E,3,4,إنشاء شبكات المجارير,2018
E,3,5,إنشاء الطرق العامة والأرصفة والأقنية,2018
E,3,6,إنشاء الحدائق,2018
E,3,7,إنشاء الملاعب والمسابح,2018
E,3,8,إنشاءات أخرى,2018
E,3,9,نفقات الدروس,2018
E,3,10,تعويضات الإستملاك,2018
E,3,11,شراء الأبنية,2018
E,3,12,شراء العقارات,2018
E,4,1,التخصيصات الصحية,2018
E,4,2,مساعدة المعوزين,2018
E,4,3,مساعدة الأوقاف الخيرية,2018
E,4,4,المساهمة في النشاطات الثقافية,2018
E,4,5,المساهمة في النشاطات التربوية,2018
E,4,6,المساهمة في النشاطات الرياضية,2018
E,4,7,المساهمة في النشاطات الاجتماعية,2018
E,4,8,المنح والجوائز المدرسية,2018
E,4,9,مساعدة المدارس,2018
E,4,10,مساعدة المكتبات,2018
E,4,11,مساعدة الهيئات التي لا تتوخّى الربح,2018
E,4,12,مساهمات إلى القطاع العام,2018
E,5,1,الاستقبالات,2018
E,5,2,الاحتفالات والمهرجانات,2018
E,5,4,المساهمة في موازنة اتحاد البلديات,2018
E,5,5,رديات,2018
E,5,6,نفقات التأمين,2018
E,5,7,إيفاء القروض,2018
E,5,9,المصاريف الأخرى غير الملحوظة,2018
E,6,1,احتياط الموازنة,2018
I,1,1,رسم على القيمة التأجيرية (سكن),2018
I,1,2,رسم على القيمة التأجيرية (غير سكن),2018
I,1,3,رسم صيانة المجارير والأرصفة,2018
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2018
I,1,9,رسم الترخيص للمؤسسات المصنفة,2018
I,1,10,رسم الترخيص باحتراف المهن بالتجول,2018
I,1,11,رسم الترخيص بالبناء,2018
I,1,13,رسم إنفاق في وجوه محددة,2018
I,1,14,رسم تصوينة,2018
I,1,15,رسم الترميم,2018
I,1,16,رسم إنشاء مجارير وأرصفة,2018
I,1,17,رسم المرآب,2018
I,1,19,رسم الإستثمار للإعلان الدائم,2018
E,1,1,تعويضات الرئاسة,2025
E,1,2,رواتب الموظفين,2025
E,1,3,بدلات التعاقد,2025
E,1,4,أجور الأجراء,2025
E,1,5,عائدات الجباية والغرامة,2025
E,1,6,المكافآت والتعويضات والتقديمات المختلفة,2025
E,1,7,اللوازم,2025
E,1,8,الملابس,2025
E,1,9,بدلات الإيجار والخدمات المشتركة,2025
E,1,10,المخابرات الهاتفية والبريد والبرق,2025
E,1,11,نفقات إدارية أخرى,2025
E,2,1,التجهيزات,2025
E,2,2,صيانة التجهيزات والآليات,2025
E,2,3,المفروشات,2025
E,2,4,النظافة العامة,2025
E,2,5,صيانة المباني,2025
E,2,6,شراء الآليات,2025
E,2,7,مكافحة الحشرات,2025
E,2,8,لوازم التنظيفات,2025
E,2,9,المحروقات,2025
E,2,10,أجور النقل والانتقال,2025
E,2,11,أجور العمّال اليوميين,2025
E,2,12,بدلات استهلاك الكهرباء,2025
E,2,13,بدلات اشتراك المياه,2025
E,2,14,صيانة الطرق العامة,2025
E,2,15,صيانة شبكات المياه,2025
E,2,16,صيانة شبكات الإنارة العامة,2025
E,3,1,إنشاء المباني,2025
E,3,2,إنشاء شبكات الإنارة العامة,2025
E,3,3,إنشاء شبكات المياه,2025
E,3,4,إنشاء شبكات المجارير,2025
E,3,5,إنشاء الطرق العامة والأرصفة والأقنية,2025
E,3,6,إنشاء الحدائق,2025
E,3,7,إنشاء الملاعب والمسابح,2025
E,3,8,إنشاءات أخرى,2025
E,3,9,نفقات الدروس,2025
E,3,10,تعويضات الإستملاك,2025
E,3,11,شراء الأبنية,2025
E,3,12,شراء العقارات,2025
E,4,1,التخصيصات الصحية,2025
E,4,2,مساعدة المعوزين,2025
E,4,3,مساعدة الأوقاف الخيرية,2025
E,4,4,المساهمة في النشاطات الثقافية,2025
E,4,5,المساهمة في النشاطات التربوية,2025
E,4,6,المساهمة في النشاطات الرياضية,2025
E,4,7,المساهمة في النشاطات الاجتماعية,2025
E,4,8,المنح والجوائز المدرسية,2025
E,4,9,مساعدة المدارس,2025
E,4,10,مساعدة المكتبات,2025
E,4,11,مساعدة الهيئات التي لا تتوخّى الربح,2025
E,4,12,مساهمات إلى القطاع العام,2025
E,5,1,الاستقبالات,2025
E,5,2,الاحتفالات والمهرجانات,2025
E,5,4,المساهمة في موازنة اتحاد البلديات,2025
E,5,5,رديات,2025
E,5,6,نفقات التأمين,2025
E,5,7,إيفاء القروض,2025
E,5,9,المصاريف الأخرى غير الملحوظة,2025
E,6,1,احتياط الموازنة,2025
I,1,1,رسم على القيمة التأجيرية (سكن),2025
I,1,2,رسم على القيمة التأجيرية (غير سكن),2025
I,1,3,رسم صيانة المجارير والأرصفة,2025
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2025
I,1,9,رسم الترخيص للمؤسسات المصنفة,2025
I,1,10,رسم الترخيص باحتراف المهن بالتجول,2025
I,1,11,رسم الترخيص بالبناء,2025
I,1,13,رسم إنفاق في وجوه محددة,2025
I,1,14,رسم تصوينة,2025
I,1,15,رسم الترميم,2025
I,1,16,رسم إنشاء مجارير وأرصفة,2025
I,1,17,رسم المرآب,2025
I,1,19,رسم الإستثمار للإعلان الدائم,2025
I,1,20,رسم الإستثمار للإعلان المؤقت,2025
I,1,25,رسم إستثمار اسبوعي للإعلان خارج دور السينما,2025
I,1,26,الرسم النسبي على المزايدات,2025
I,1,30,رسوم الدخول إلى الأماكن الأثرية والسياحية,2025
I,1,31,رسم تسجيل عقود الإيجار,2025
I,1,33,واردات ناتجة عن أشغال لحساب الغير,2025
I,1,35,رسوم وغرامات تسوية مخالفات البناء,2025
I,1,36,واردات مباشرة غير ملحوظة,2025
I,1,37,غرامات الاعمال غير المنفذة من البناء,2025
I,1,38,رسم المرآب السنوي على المؤسسات السياحية,2025
I,2,1,علاوة على ضريبة الأملاك المبنية النسبية,2025
I,2,2,حصة البلديات من المؤسسة العامة للاسكان,2025
I,2,7,ضريبة التحسين,2025
I,2,8,عائدات أخرى,2025
I,3,1,الحصة العائدة لدعم الموازنة,2025
I,3,2,الحصة المخصصة لدعم مشاريع التنمية,2025
I,4,1,المساعدات,2025
I,4,2,الفوائد,2025
I,4,3,القروض,2025
I,4,4,الهبات والوصايا,2025
I,4,5,الغرامات,2025
I,4,6,حاصلات الأملاك المبنية والمشاعات,2025
I,4,7,النقد المدور,2025
I,4,9,سائر العائدات غير الملحوظة,2025
E,1,1,تعويضات الرئاسة,2024
E,1,2,رواتب الموظفين,2024
E,1,3,بدلات التعاقد,2024
E,1,4,أجور الأجراء,2024
E,1,5,عائدات الجباية والغرامة,2024
E,1,6,المكافآت والتعويضات والتقديمات المختلفة,2024
E,1,7,اللوازم,2024
E,1,8,الملابس,2024
E,1,9,بدلات الإيجار والخدمات المشتركة,2024
E,1,10,المخابرات الهاتفية والبريد والبرق,2024
E,1,11,نفقات إدارية أخرى,2024
E,2,1,التجهيزات,2024
E,2,2,صيانة التجهيزات والآليات,2024
E,2,3,المفروشات,2024
E,2,4,النظافة العامة,2024
E,2,5,صيانة المباني,2024
E,2,6,شراء الآليات,2024
E,2,7,مكافحة الحشرات,2024
E,2,8,لوازم التنظيفات,2024
E,2,9,المحروقات,2024
E,2,10,أجور النقل والانتقال,2024
E,2,11,أجور العمّال اليوميين,2024
E,2,12,بدلات استهلاك الكهرباء,2024
E,2,13,بدلات اشتراك المياه,2024
E,2,14,صيانة الطرق العامة,2024
E,2,15,صيانة شبكات المياه,2024
E,2,16,صيانة شبكات الإنارة العامة,2024
E,3,1,إنشاء المباني,2024
E,3,2,إنشاء شبكات الإنارة العامة,2024
E,3,3,إنشاء شبكات المياه,2024
E,3,4,إنشاء شبكات المجارير,2024
E,3,5,إنشاء الطرق العامة والأرصفة والأقنية,2024
E,3,6,إنشاء الحدائق,2024
E,3,7,إنشاء الملاعب والمسابح,2024
E,3,8,إنشاءات أخرى,2024
E,3,9,نفقات الدروس,2024
E,3,10,تعويضات الإستملاك,2024
E,3,11,شراء الأبنية,2024
E,3,12,شراء العقارات,2024
E,4,1,التخصيصات الصحية,2024
E,4,2,مساعدة المعوزين,2024
E,4,3,مساعدة الأوقاف الخيرية,2024
E,4,4,المساهمة في النشاطات الثقافية,2024
E,4,5,المساهمة في النشاطات التربوية,2024
E,4,6,المساهمة في النشاطات الرياضية,2024
E,4,7,المساهمة في النشاطات الاجتماعية,2024
E,4,8,المنح والجوائز المدرسية,2024
E,4,9,مساعدة المدارس,2024
E,4,10,مساعدة المكتبات,2024
E,4,11,مساعدة الهيئات التي لا تتوخّى الربح,2024
E,4,12,مساهمات إلى القطاع العام,2024
E,5,1,الاستقبالات,2024
E,5,2,الاحتفالات والمهرجانات,2024
E,5,4,المساهمة في موازنة اتحاد البلديات,2024
E,5,5,رديات,2024
E,5,6,نفقات التأمين,2024
E,5,7,إيفاء القروض,2024
E,5,9,المصاريف الأخرى غير الملحوظة,2024
E,6,1,احتياط الموازنة,2024
I,1,1,رسم على القيمة التأجيرية (سكن),2024
I,1,2,رسم على القيمة التأجيرية (غير سكن),2024
I,1,3,رسم صيانة المجارير والأرصفة,2024
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2024
I,1,9,رسم الترخيص للمؤسسات المصنفة,2024
I,1,10,رسم الترخيص باحتراف المهن بالتجول,2024
I,1,11,رسم الترخيص بالبناء,2024
I,1,13,رسم إنفاق في وجوه محددة,2024
I,1,14,رسم تصوينة,2024
I,1,15,رسم الترميم,2024
I,1,16,رسم إنشاء مجارير وأرصفة,2024
I,1,17,رسم المرآب,2024
I,1,19,رسم الإستثمار للإعلان الدائم,2024
I,1,20,رسم الإستثمار للإعلان المؤقت,2024
I,1,25,رسم إستثمار اسبوعي للإعلان خارج دور السينما,2024
I,1,26,الرسم النسبي على المزايدات,2024
I,1,30,رسوم الدخول إلى الأماكن الأثرية والسياحية,2024
I,1,31,رسم تسجيل عقود الإيجار,2024
I,1,33,واردات ناتجة عن أشغال لحساب الغير,2024
I,1,35,رسوم وغرامات تسوية مخالفات البناء,2024
I,1,36,واردات مباشرة غير ملحوظة,2024
I,1,37,غرامات الاعمال غير المنفذة من البناء,2024
I,1,38,رسم المرآب السنوي على المؤسسات السياحية,2024
I,2,1,علاوة على ضريبة الأملاك المبنية النسبية,2024
I,2,2,حصة البلديات من المؤسسة العامة للاسكان,2024
I,2,7,ضريبة التحسين,2024
I,2,8,عائدات أخرى,2024
I,3,1,الحصة العائدة لدعم الموازنة,2024
I,3,2,الحصة المخصصة لدعم مشاريع التنمية,2024
I,4,1,المساعدات,2024
I,4,2,الفوائد,2024
I,4,3,القروض,2024
I,4,4,الهبات والوصايا,2024
I,4,5,الغرامات,2024
I,4,6,حاصلات الأملاك المبنية والمشاعات,2024
I,4,7,النقد المدور,2024
I,4,9,سائر العائدات غير الملحوظة,2024
I,1,2,رسم على القيمة التأجيرية (غير سكن),2023
I,1,3,رسم صيانة المجارير والأرصفة,2023
I,1,6,رسم الترخيص للإعلان الدائم والمؤقت,2023
I,1,9,رسم الترخيص للمؤسسات المصنفة,2023
